dates,Max Temperature (°F),Avg Temperature (°F),Min Temperature (°F),Max Dew Point (°F),Avg Dew Point (°F),Min Dew Point (°F),Max Humidity (%),Avg Humidity (%),Min Humidity (%),Max Wind Speed (mph),Avg Wind Speed (mph),Min Wind Speed (mph),Max Pressure (in),Avg Pressure (in),Min Pressure (in),Precipitation (in)
2023-06-01,77,69.9,61,59,54.4,48,88,59.8,39,20,12.9,3,29.8,29.8,29.7,0.00
2023-06-02,81,71.6,63,59,52.9,48,83,54.3,32,21,13.6,3,29.8,29.7,29.6,0.00
2023-06-03,75,69.3,64,64,59.5,55,94,71.7,53,20,12.7,7,29.8,29.7,29.6,0.00
2023-06-04,70,66.7,63,64,61.6,59,94,82.9,68,17,12.7,8,29.9,29.9,29.8,0.00
2023-06-05,75,67.2,63,59,56.3,50,88,69.7,44,20,12.8,6,29.9,29.9,29.9,0.00
2023-06-06,75,68.8,63,61,58.1,55,88,70.0,53,22,15.4,6,29.9,29.9,29.9,0.00
2023-06-07,75,68.5,63,61,58.3,57,83,70.5,53,22,16.7,10,29.9,29.8,29.8,0.00
2023-06-08,75,69.7,66,61,59.3,57,83,69.8,57,22,15.2,10,29.8,29.8,29.7,0.00
2023-06-09,73,69.4,66,61,59.7,57,83,71.5,60,14,9.9,7,29.7,29.7,29.6,0.00
2023-06-10,73,68.7,63,63,59.5,55,94,73.6,53,10,5.8,0,29.6,29.6,29.6,0.00
2023-06-11,81,71.0,64,63,59.5,52,88,68.0,37,15,7.3,0,29.6,29.6,29.6,0.00
2023-06-12,75,69.4,66,64,60.6,57,88,73.8,57,21,11.7,3,29.7,29.6,29.6,0.00
2023-06-13,73,68.0,64,59,56.9,54,78,68.1,53,20,12.1,8,29.7,29.6,29.6,0.00
2023-06-14,75,69.0,64,64,61.4,57,88,76.4,61,16,8.9,3,29.8,29.7,29.7,0.00
2023-06-15,82,71.9,64,66,62.1,59,88,71.5,51,17,10.2,2,29.8,29.7,29.6,0.00
2023-06-16,84,74.5,68,64,61.2,55,83,63.9,45,22,13.7,8,29.6,29.6,29.5,0.00
2023-06-17,79,71.4,68,66,64.4,63,94,79.9,61,21,11.4,3,29.5,29.5,29.4,0.00
